,ID,Name,Age,Nationality,Club,Value,Wage,Preferred Foot,Joined,
278,193283,T. Delaney,26,Denmark,Borussia Dortmund,€21.5M,€61K,Left,"Jul 1, 2018",
279,192984,K. Casteels,26,Belgium,VfL Wolfsburg,€19.5M,€46K,Left,"Jan 21, 2015",
280,192318,M. Götze,26,Germany,Borussia Dortmund,€27M,€67K,Right,"Aug 1, 2016",
281,192227,S. Mustafi,26,Germany,Arsenal,€22.5M,€115K,Right,"Aug 30, 2016",
282,191180,J. Pastore,29,Argentina,Roma,€21.5M,€84K,Right,"Jul 1, 2018",
283,189505,Pedro,30,Spain,Chelsea,€21M,€140K,Right,"Aug 20, 2015",
284,189125,G. Bonaventura,28,Italy,Milan,€22M,€115K,Right,"Sep 1, 2014",
285,189117,R. Bürki,27,Switzerland,Borussia Dortmund,€18.5M,€50K,Right,"Jul 1, 2015",
286,188803,Taison,30,Brazil,Shakhtar Donetsk,€21M,€1K,Right,"Jan 11, 2013",
287,187936,S. Nzonzi,29,France,Roma,€17M,€77K,Right,"Aug 14, 2018",
288,187754,Marlos,30,Ukraine,Shakhtar Donetsk,€21M,€1K,Left,"Jul 4, 2014",
289,186561,A. Ramsey,27,Wales,Arsenal,€25M,€130K,Right,"Jun 13, 2008",
290,186345,K. Trippier,27,England,Tottenham Hotspur,€18.5M,€99K,Right,"Jun 19, 2015",
291,185103,A. Kolarov,32,Serbia,Roma,€12.5M,€73K,Left,"Jul 22, 2017",
292,184484,G. Sigurðsson,28,Iceland,Everton,€22.5M,€125K,Right,"Aug 16, 2017",
293,184431,S. Giovinco,31,Italy,Toronto FC,€20M,€15K,Right,"Feb 3, 2015",
294,184200,M. Arnautović,29,Austria,West Ham United,€22M,€120K,Right,"Jul 23, 2017",
295,184144,N. Gaitán,30,Argentina,Dalian YiFang FC,€21M,€22K,Left,"Feb 27, 2018",
296,183711,J. Henderson,28,England,Liverpool,€18M,€125K,Right,"Jun 9, 2011",
297,183574,M. Kruse,30,Germany,SV Werder Bremen,€21.5M,€45K,Left,"Aug 2, 2016",
298,183498,M. Parolo,33,Italy,Lazio,€9M,€59K,Right,"Jul 1, 2014",
299,183376,L. Fejsa,29,Serbia,SL Benfica,€17M,€18K,Right,"Aug 24, 2013",
300,183280,A. Rami,32,France,Olympique de Marseille,€12.5M,€57K,Right,"Jul 13, 2017",
301,181786,V. Ćorluka,32,Croatia,Lokomotiv Moscow,€12.5M,€1K,Right,"Jun 27, 2012",
302,181291,G. Wijnaldum,27,Netherlands,Liverpool,€23M,€130K,Right,"Jul 22, 2016",
303,179847,F. Fazio,31,Argentina,Roma,€15M,€73K,Right,"Jul 15, 2017",
304,178509,O. Giroud,31,France,Chelsea,€20M,€140K,Left,"Jan 31, 2018",
305,173521,Marcano,31,Spain,Roma,€15M,€73K,Left,"Jul 1, 2018",
306,171897,A. Guardado,31,Mexico,Real Betis,€19M,€35K,Left,"Jul 7, 2017",
307,170481,E. Garay,31,Argentina,Valencia CF,€15M,€44K,Right,"Aug 31, 2016",
308,168530,Jardel,32,Brazil,SL Benfica,€12.5M,€17K,Right,"Jan 1, 2011",
309,168435,S. Sirigu,31,Italy,Torino,€13.5M,€45K,Right,"Jun 27, 2017",
310,168354,E. Viviano,32,Italy,Sporting CP,€12.5M,€15K,Left,"Jul 1, 2018",
311,165229,L. Koscielny,32,France,Arsenal,€12.5M,€115K,Right,"Jul 7, 2010",
312,163489,A. Consigli,31,Italy,Sassuolo,€13.5M,€52K,Right,"Sep 1, 2014",
313,158963,L. Biglia,32,Argentina,Milan,€12.5M,€98K,Right,"Jul 17, 2017",
314,146530,Dani Alves,35,Brazil,Paris Saint-Germain,€4.8M,€62K,Right,"Jul 12, 2017",
315,113422,David Villa,36,Spain,New York City FC,€8M,€12K,Right,"Jul 1, 2014",
316,106231,Aduriz,37,Spain,Athletic Club de Bilbao,€8M,€29K,Right,"Jul 1, 2012",
317,48940,P. Čech,36,Czech Republic,Arsenal,€3M,€60K,Left,"Jun 29, 2015",
318,5479,Casillas,37,Spain,FC Porto,€1.5M,€10K,Left,"Jul 12, 2015",
319,231677,M. Rashford,20,England,Manchester United,€27M,€110K,Right,"Jul 1, 2014",
320,230271,Laure Santeiro,30,Brazil,Fluminense,€17M,€40K,Left,"Jan 1, 2018",
321,229906,L. Bailey,20,Jamaica,Bayer 04 Leverkusen,€26.5M,€54K,Left,"Jan 31, 2017",
322,229237,M. Akanji,22,Switzerland,Borussia Dortmund,€21M,€49K,Right,"Jan 15, 2018",
323,228702,F. de Jong,21,Netherlands,Ajax,€26M,€19K,Right,"Aug 25, 2015",
324,227928,Nélson Semedo,24,Portugal,FC Barcelona,€20M,€125K,Right,"Jul 14, 2017",
325,226456,Pablo Fornals,22,Spain,Villarreal CF,€24M,€36K,Right,"Jul 24, 2017",
326,226271,Fabián,22,Spain,Napoli,€26M,€64K,Left,"Jul 5, 2018",
327,225508,E. Bailly,24,Ivory Coast,Manchester United,€21M,€105K,Right,"Jul 1, 2016",
328,222509,Dani Ceballos,21,Spain,Real Madrid,€25M,€120K,Right,"Jul 14, 2017",
329,221992,H. Lozano,22,Mexico,PSV,€24M,€22K,Right,"Jul 21, 2017",
330,216475,Morales,30,Spain,Levante UD,€17M,€33K,Right,"Jun 1, 2011",
331,216451,J. Seri,26,Ivory Coast,Fulham,€20.5M,€73K,Right,"Jul 12, 2018",
332,216409,M. Politano,24,Italy,Inter,€22.5M,€57K,Left,,
333,216352,M. Brozović,25,Croatia,Inter,€18.5M,€64K,Right,"Jul 1, 2016",
334,216201,Williams,24,Spain,Athletic Club de Bilbao,€24.5M,€31K,Right,"Aug 1, 2012",
335,214997,A. Correa,23,Argentina,Atlético Madrid,€24.5M,€54K,Right,"Dec 13, 2014",
336,213661,A. Christensen,22,Denmark,Chelsea,€21.5M,€91K,Right,"Apr 10, 2013",
337,212814,João Mário,25,Portugal,Inter,€22.5M,€71K,Right,"Aug 28, 2016",
338,212151,T. Strakosha,23,Albania,Lazio,€17M,€36K,Right,"Aug 9, 2012",
339,210864,E. Hysaj,24,Albania,Napoli,€20M,€58K,Right,"Aug 2, 2015",
340,210406,P. Zieliński,24,Poland,Napoli,€24.5M,€64K,Right,"Aug 9, 2016",
341,210243,Ricardo Pereira,24,Portugal,Leicester City,€19M,€64K,Right,"Jun 9, 2018",
342,210035,Grimaldo,22,Spain,SL Benfica,€20.5M,€14K,Left,"Jan 4, 2016",
343,209889,R. Guerreiro,24,Portugal,Borussia Dortmund,€24M,€54K,Left,"Jul 1, 2016",
344,208135,A. Doucouré,25,France,Watford,€19.5M,€60K,Right,"Feb 2, 2016",
345,207877,J. Martínez,25,Venezuela,Atlanta United,€22.5M,€14K,Right,"Mar 22, 2017",
346,207664,C. Bacca,31,Colombia,Villarreal CF,€16M,€45K,Right,"Aug 17, 2018",
347,206467,A. Plea,25,France,Borussia Mönchengladbach,€22M,€40K,Right,"Jul 13, 2018",
348,205923,B. Davies,25,Wales,Tottenham Hotspur,€18.5M,€87K,Left,"Jul 23, 2014",
349,205362,M. Nastasić,25,Serbia,FC Schalke 04,€18.5M,€36K,Left,"Jan 14, 2015",
350,205175,A. Milik,24,Poland,Napoli,€25.5M,€71K,Left,"Aug 2, 2016",
351,204923,M. Sabitzer,24,Austria,RB Leipzig,€22.5M,€54K,Right,"Jul 1, 2014",
352,204884,B. Mendy,23,France,Manchester City,€20M,€105K,Left,"Jul 24, 2017",
353,204024,C. Kramer,27,Germany,Borussia Mönchengladbach,€17M,€35K,Right,"Jul 1, 2016",
354,203890,S. Vrsaljko,26,Croatia,Inter,€18M,€57K,Right,,
355,203486,T. Hazard,25,Belgium,Borussia Mönchengladbach,€21.5M,€40K,Right,"Jul 1, 2015",
356,202857,K. Bellarabi,28,Germany,Bayer 04 Leverkusen,€18M,€76K,Right,"Jul 1, 2011",
357,202685,S. Zaza,27,Italy,Torino,€21M,€48K,Left,,
358,201454,F. Ghoulam,27,Algeria,Napoli,€16.5M,€68K,Left,"Jan 31, 2014",
359,200726,B. Lecomte,27,France,Montpellier HSC,€15M,€27K,Left,"Jul 1, 2017",
360,200647,J. Iličić,30,Slovenia,Atalanta,€17M,€41K,Left,"Jul 5, 2017",
361,200610,K. Volland,25,Germany,Bayer 04 Leverkusen,€22M,€76K,Left,"Jul 1, 2016",
362,200454,Paco Alcácer,24,Spain,Borussia Dortmund,€23.5M,€59K,Right,"Nov 23, 2018",
363,199715,Vitolo,28,Spain,Atlético Madrid,€18M,€65K,Right,"Jul 12, 2017",
364,199503,G. Xhaka,25,Switzerland,Arsenal,€22M,€115K,Left,"Jul 1, 2016",
365,199434,D. Tadić,29,Serbia,Ajax,€17.5M,€26K,Left,"Jul 3, 2018",
366,199042,C. Aránguiz,29,Chile,Bayer 04 Leverkusen,€17M,€76K,Right,"Aug 13, 2015",
367,196889,S. Verdi,25,Italy,Napoli,€19.5M,€77K,Left,"Jul 1, 2018",
368,195086,D. Lovren,28,Croatia,Liverpool,€16M,€115K,Right,"Jul 27, 2014",
369,193532,G. Medel,30,Chile,Beşiktaş JK,€13M,€56K,Right,"Aug 11, 2017",
370,193348,X. Shaqiri,26,Switzerland,Liverpool,€19M,€130K,Left,"Jul 13, 2018",
371,193165,J. Corona,25,Mexico,FC Porto,€21.5M,€18K,Right,"Aug 31, 2015",
372,193105,A. Areola,25,France,Paris Saint-Germain,€16.5M,€61K,Right,"Jul 1, 2010",
373,192641,K. Vogt,26,Germany,TSG 1899 Hoffenheim,€17.5M,€42K,Right,"Jul 1, 2016",
374,191740,Ander Herrera,28,Spain,Manchester United,€17.5M,€140K,Right,"Jun 26, 2014",
375,190972,E. Salvio,27,Argentina,SL Benfica,€18.5M,€19K,Right,"Jul 1, 2012",
376,190813,S. El Shaarawy,25,Italy,Roma,€21M,€77K,Right,"Jan 26, 2016",
377,189881,C. Smalling,28,England,Manchester United,€16M,€130K,Right,"Jul 1, 2010",
378,189362,Hulk,31,Brazil,Shanghai SIPG FC,€15.5M,€25K,Left,"Jul 1, 2017",
379,189358,S. Kagawa,29,Japan,Borussia Dortmund,€17.5M,€65K,Right,"Aug 31, 2014",
380,188988,M. Lanzini,25,Argentina,West Ham United,€23M,€90K,Right,"Jul 1, 2016",
381,187491,F. Smolov,28,Russia,Lokomotiv Moscow,€18.5M,€1K,Right,"Aug 9, 2018",
382,187072,L. Stindl,29,Germany,Borussia Mönchengladbach,€18M,€43K,Right,"Jul 1, 2015",
383,185239,O. Toprak,28,Turkey,Borussia Dortmund,€16M,€59K,Right,"Jul 1, 2017",
384,183900,D. Perotti,29,Argentina,Roma,€17.5M,€84K,Right,"Jan 1, 2016",
385,182494,F. Muslera,32,Uruguay,Galatasaray SK,€10M,€52K,Right,"Aug 11, 2011",
386,179784,B. Höwedes,30,Germany,Lokomotiv Moscow,€13M,€1K,Right,"Jul 31, 2018",
387,179645,S. Kjær,29,Denmark,Sevilla FC,€14M,€23K,Right,"Aug 2, 2017",
388,177458,S. Bender,29,Germany,Bayer 04 Leverkusen,€14M,€69K,Right,"Jul 13, 2017",
389,177326,M. Valbuena,33,France,Fenerbahçe SK,€11M,€86K,Right,"Jun 17, 2017",
390,175379,Pedro León,31,Spain,SD Eibar,€15.5M,€32K,Right,"Jul 5, 2016",
391,173909,K. Boateng,31,Ghana,Sassuolo,€15M,€65K,Right,"Jul 5, 2018",
392,173771,L. Piszczek,33,Poland,Borussia Dortmund,€7M,€57K,Right,"Jul 1, 2010",
393,173221,A. Candreva,31,Italy,Inter,€15.5M,€74K,Right,"Aug 3, 2016",
394,172522,D. Wass,29,Denmark,Valencia CF,€17M,€46K,Right,"Jul 10, 2018",
395,170368,E. Lamela,26,Argentina,Tottenham Hotspur,€21M,€105K,Left,"Aug 30, 2013",
396,169595,D. Rose,27,England,Tottenham Hotspur,€14.5M,€92K,Left,"Jul 1, 2007",
397,169416,C. Vela,29,Mexico,Los Angeles FC,€17.5M,€15K,Left,"Jan 1, 2018",
398,169195,Renato Augusto,30,Brazil,Beijing Sinobo Guoan FC,€16.5M,€28K,Right,"Jan 8, 2016",
399,167905,A. Valencia,32,Ecuador,Manchester United,€10M,€120K,Right,"Jun 30, 2009",
400,164835,L. Fabiański,33,Poland,West Ham United,€9M,€70K,Right,"Jun 20, 2018",
401,162347,João Moutinho,31,Portugal,Wolverhampton Wanderers,€15M,€85K,Right,"Jul 24, 2018",
402,161956,Borja Valero,33,Spain,Inter,€11M,€74K,Right,"Jul 10, 2017",
403,159261,F. Quagliarella,35,Italy,Sampdoria,€8M,€39K,Right,"Jul 1, 2016",
404,159145,B. Gomis,32,France,Al Hilal,€14M,€56K,Right,"Aug 23, 2018",
405,157960,Manuel Fernandes,32,Portugal,Lokomotiv Moscow,€14M,€1K,Right,"Jul 1, 2014",
406,156519,H. Herrera,28,Mexico,FC Porto,€17.5M,€20K,Right,"Jul 1, 2013",
407,144622,Raffael,33,Brazil,Borussia Mönchengladbach,€11M,€41K,Right,"Jul 1, 2013",
408,139068,Nani,31,Portugal,Sporting CP,€15.5M,€19K,Right,"Jul 11, 2018",
409,138412,J. Milner,32,England,Liverpool,€13.5M,€120K,Right,"Jul 1, 2015",
410,112316,J. Mathieu,34,France,Sporting CP,€5.5M,€18K,Left,"Jul 7, 2017",
411,45186,Joaquín,36,Spain,Real Betis,€6M,€24K,Right,"Sep 1, 2015",
412,239207,M. Gómez,21,Uruguay,RC Celta,€20.5M,€25K,Right,"Jul 1, 2017",
413,235790,K. Havertz,19,Germany,Bayer 04 Leverkusen,€22M,€32K,Left,"Jul 1, 2016",
414,235569,T. Ndombele,21,France,Olympique Lyonnais,€22.5M,€51K,Right,"Jul 1, 2018",
415,234906,H. Aouar,20,France,Olympique Lyonnais,€23.5M,€51K,Right,"Jul 1, 2016",
416,234153,Carlos Soler,21,Spain,Valencia CF,€21M,€31K,Right,"Jul 1, 2015",
417,234035,Odriozola,22,Spain,Real Madrid,€18.5M,€115K,Right,"Jul 5, 2018",
418,230977,M. Almirón,24,Paraguay,Atlanta United,€19.5M,€11K,Left,"Jan 1, 2017",
419,230347,Welington Dano,30,Brazil,Cruzeiro,€10.5M,€34K,Left,"Jan 1, 2018",
420,230234,Everton Andrão,34,Brazil,Fluminense,€4.5M,€34K,Right,"Jan 1, 2018",
421,230142,Oyarzabal,21,Spain,Real Sociedad,€21M,€29K,Left,"Jul 1, 2014",
422,228229,F. Balbuena,26,Paraguay,West Ham United,€15.5M,€80K,Right,"Jul 14, 2018",
423,227536,M. Marega,27,Mali,FC Porto,€16M,€19K,Right,"Jan 25, 2016",
424,226851,B. Pavard,22,France,VfB Stuttgart,€17.5M,€33K,Right,"Aug 30, 2016",
425,226790,W. Ndidi,21,Nigeria,Leicester City,€17M,€50K,Right,"Jan 5, 2017",
426,226753,A. Onana,22,Cameroon,Ajax,€14.5M,€14K,Right,"Jan 14, 2015",
427,226226,G. Lo Celso,22,Argentina,Real Betis,€20M,€72K,Left,,
428,224334,M. Acuña,26,Argentina,Sporting CP,€12.5M,€16K,Left,"Jul 21, 2017",
429,224293,Rúben Neves,21,Portugal,Wolverhampton Wanderers,€20.5M,€59K,Right,"Jul 8, 2017",
430,221639,Mariano,24,Dominican Republic,Real Madrid,€20M,€140K,Right,"Aug 29, 2018",
431,221540,Raúl,28,Brazil,SC Braga,€12M,€19K,Left,"Jul 1, 2017",
432,220477,M. Caldara,24,Italy,Milan,€17.5M,€73K,Right,"Aug 2, 2018",
433,219985,M. Vecino,26,Uruguay,Inter,€14.5M,€63K,Right,"Aug 2, 2017",
434,219809,T. Bakayoko,23,France,Milan,€17M,€85K,Right,,
435,218339,M. Dahoud,22,Germany,Borussia Dortmund,€20M,€50K,Right,"Jul 1, 2017",
436,216547,Rafa,25,Portugal,SL Benfica,€18.5M,€17K,Right,"Aug 31, 2016",
437,215785,K. Baldé,23,Senegal,Inter,€20M,€65K,Right,,
438,215316,G. Rulli,26,Argentina,Real Sociedad,€14M,€26K,Right,"Jan 1, 2017",
439,214584,F. Armani,31,Argentina,River Plate,€9M,€22K,Right,"Jan 12, 2018",
440,212692,Rony Lopes,22,Portugal,AS Monaco,€20M,€65K,Left,"Aug 28, 2015",
441,212623,Santi Mina,22,Spain,Valencia CF,€20M,€40K,Right,"Jul 4, 2015",
442,211748,K. Demirbay,24,Germany,TSG 1899 Hoffenheim,€19.5M,€37K,Left,"Jul 13, 2016",
443,211688,Gayà,23,Spain,Valencia CF,€16.5M,€33K,Left,"Sep 13, 2012",
444,211575,André Gomes,24,Portugal,Everton,€19.5M,€130K,Right,,
445,211256,N. Tagliafico,25,Argentina,Ajax,€15M,€20K,Left,"Jan 5, 2018",
446,210896,M. Sanson,23,France,Olympique de Marseille,€19.5M,€47K,Right,"Jan 17, 2017",
447,209960,Pacheco,26,Spain,Deportivo Alavés,€13M,€23K,Left,"Aug 7, 2015",
448,208333,E. Can,24,Germany,Juventus,€19.5M,€91K,Right,"Jul 1, 2018",
449,208128,H. Çalhanoğlu,24,Turkey,Milan,€19.5M,€89K,Right,"Jul 3, 2017",
450,207862,M. Ginter,24,Germany,Borussia Mönchengladbach,€15.5M,€28K,Right,"Jul 4, 2017",
451,207599,M. Keane,25,England,Everton,€15.5M,€88K,Right,"Jul 3, 2017",
452,207439,L. Paredes,24,Argentina,,€0,€0,Right,,
453,206413,T. Stepanenko,28,Ukraine,Shakhtar Donetsk,€12M,€1K,Left,"Jul 1, 2010",
454,205988,L. Shaw,22,England,Manchester United,€16.5M,€96K,Left,"Jun 27, 2014",
455,205705,Z. Feddal,28,Morocco,Real Betis,€12M,€29K,Left,"Jul 24, 2017",
456,205693,S. Haller,24,France,Eintracht Frankfurt,€19M,€41K,Right,"Jul 1, 2017",
457,205525,Bernard,25,Brazil,Everton,€17.5M,€97K,Right,"Aug 9, 2018",
458,205114,T. Inui,30,Japan,Real Betis,€14M,€30K,Right,"Jul 2, 2018",
459,205070,Portu,26,Spain,Girona FC,€17.5M,€37K,Right,"Jul 1, 2016",
460,204529,M. Batshuayi,24,Belgium,Valencia CF,€19.5M,€105K,Right,,
461,204399,E. Zahavi,30,Israel,Guangzhou R&F,https://cdn.sofifa.org/teams/2/light/112429.png,€14.5M,2006,7,€31.2M
462,204120,T. Vaclík,29,Czech Republic,Sevilla FC,€11.5M,€17K,Right,"Jul 4, 2018",
463,203841,N. Pope,26,England,Burnley,€13M,€48K,Right,"Jul 20, 2016",
464,203747,Héctor Bellerín,23,Spain,Arsenal,€16.5M,€85K,Right,"Jul 1, 2014",
465,203605,P. Kadeřábek,26,Czech Republic,TSG 1899 Hoffenheim,€14M,€39K,Right,"Jul 1, 2015",
466,203042,J. Butland,25,England,Stoke City,€14M,€39K,Right,"Jan 31, 2013",
467,202849,J. Vestergaard,25,Denmark,Southampton,€14.5M,€51K,Right,"Jul 13, 2018",
468,202695,J. Tarkowski,25,England,Burnley,€15.5M,€56K,Right,"Feb 1, 2016",
469,202477,Deulofeu,24,Spain,Watford,€18.5M,€56K,Right,"Jun 11, 2018",
470,202335,E. Dier,24,England,Tottenham Hotspur,€16.5M,€73K,Right,"Aug 2, 2014",
471,201377,J. Murillo,26,Colombia,Valencia CF,€16M,€38K,Right,"Aug 18, 2018",
472,201144,M. Badelj,29,Croatia,Lazio,€11.5M,€53K,Right,"Aug 1, 2018",
473,201119,Ismaily,28,Brazil,Shakhtar Donetsk,€11.5M,€1K,Left,"Feb 14, 2013",
474,200536,N. Schulz,25,Germany,TSG 1899 Hoffenheim,€14.5M,€37K,Left,"Jul 8, 2017",
475,200458,L. Digne,24,France,Everton,€16M,€79K,Left,"Aug 1, 2018",
476,200318,M. Uth,26,Germany,FC Schalke 04,€17.5M,€42K,Left,"Jul 1, 2018",
477,200315,Cristian Tello,26,Spain,Real Betis,€16M,€30K,Right,"Jul 1, 2017",
478,199206,D. Vida,29,Croatia,Beşiktaş JK,€11.5M,€55K,Right,"Jan 3, 2018",
479,199110,L. Muriel,27,Colombia,Sevilla FC,€17.5M,€24K,Right,"Jul 11, 2017",
480,199069,V. Aboubakar,26,Cameroon,FC Porto,€18M,€19K,Right,"Aug 24, 2014",
481,198784,A. Oxlade-Chamberlain,24,England,Liverpool,€19.5M,€94K,Right,"Aug 31, 2017",
482,197853,S. Aurier,25,Ivory Coast,Tottenham Hotspur,€15.5M,€82K,Right,"Aug 31, 2017",
483,197061,J. Matip,26,Cameroon,Liverpool,€15M,€99K,Right,"Jul 1, 2016",
484,195861,Y. Rakitskyi,28,Ukraine,Shakhtar Donetsk,€12M,€1K,Left,"Aug 1, 2009",
485,194879,Sergi Enrich,28,Spain,SD Eibar,€15.5M,€34K,Right,"Jul 12, 2015",
486,194794,A. Yarmolenko,28,Ukraine,West Ham United,€15M,€92K,Left,"Jul 11, 2018",
487,194229,Hugo Mallo,27,Spain,RC Celta,€13.5M,€27K,Right,"Jul 1, 2009",
488,194022,André Almeida,27,Portugal,SL Benfica,€12M,€15K,Right,"Jul 1, 2011",
489,193886,D. Didavi,28,Germany,VfB Stuttgart,€15M,€44K,Left,"Jul 1, 2018",
490,193352,R. Rodríguez,25,Switzerland,Milan,€15.5M,€81K,Left,"Jul 1, 2017",
491,193061,R. Pereyra,27,Argentina,Watford,€15.5M,€65K,Right,"Aug 19, 2016",
492,192789,Mario Gaspar,27,Spain,Villarreal CF,€12M,€35K,Right,"Jul 1, 2008",
493,191687,Maicon,29,Brazil,Galatasaray SK,€11.5M,€63K,Right,"Jul 1, 2017",
494,190815,D. Blind,28,Netherlands,Ajax,€12M,€22K,Left,"Jul 17, 2018",
495,190778,J. Zoet,27,Netherlands,PSV,€12.5M,€16K,Right,"Jul 1, 2009",
496,190544,A. Ljajić,26,Serbia,Beşiktaş JK,€17.5M,€52K,Right,,
497,190286,Canales,27,Spain,Real Betis,€15.5M,€30K,Left,"Jul 3, 2018",
498,190264,Iago Falqué,28,Spain,Torino,€15M,€59K,Left,"Jan 4, 2017",
499,189805,L. de Jong,27,Netherlands,PSV,€16M,€23K,Right,"Jul 12, 2014",
500,189690,Guaita,31,Spain,Crystal Palace,€9M,€48K,Right,"Jul 1, 2018",
501,189575,Muniain,25,Spain,Athletic Club de Bilbao,€18.5M,€31K,Right,"Aug 1, 2009",
502,189354,Susaeta,30,Spain,Athletic Club de Bilbao,€14M,€33K,Right,"Jun 1, 2007",
503,189251,S. Rudy,28,Germany,FC Schalke 04,€12M,€37K,Right,"Aug 27, 2018",
504,188943,K. Trapp,27,Germany,Eintracht Frankfurt,€11.5M,€61K,Right,,
505,188942,V. Wanyama,27,Kenya,Tottenham Hotspur,€14.5M,€86K,Right,"Jul 1, 2016",
506,188829,N. Nkoulou,28,Cameroon,Torino,€12M,€50K,Right,"Jul 1, 2018",
507,188388,R. Boudebouz,28,Algeria,Real Betis,€15M,€31K,Left,"Aug 9, 2017",
508,188005,Camacho,28,Spain,VfL Wolfsburg,€13.5M,€51K,Right,"Jul 8, 2017",
509,186569,S. Ulreich,29,Germany,FC Bayern München,€10M,€61K,Right,"Jul 1, 2015",
510,186547,M. Musacchio,27,Argentina,Milan,€12.5M,€85K,Right,"Jul 1, 2017",
511,186537,C. Stuani,31,Uruguay,Girona FC,€13.5M,€41K,Right,"Jul 21, 2017",
512,185122,P. Gulácsi,28,Hungary,RB Leipzig,€10.5M,€45K,Right,"Jul 1, 2015",
513,184120,Bruno,34,Spain,Villarreal CF,€7M,€39K,Left,"Jul 1, 2005",
514,183427,F. Delph,28,England,Manchester City,€11.5M,€120K,Left,"Jul 17, 2015",
515,180819,A. Lallana,30,England,Liverpool,€13.5M,€110K,Right,"Jul 1, 2014",
516,180334,Marcelo,31,Brazil,Olympique Lyonnais,€10M,€64K,Right,"Jul 17, 2017",
517,180216,S. Coleman,29,Republic of Ireland,Everton,€11M,€97K,Right,"Feb 4, 2009",
518,180175,Alexandre Pato,28,Brazil,Tianjin Quanjian FC,€15.5M,€35K,Right,"Sep 28, 2017",
519,178424,Antunes,31,Portugal,Getafe CF,€9.5M,€27K,Left,"Jul 2, 2018",
520,177604,Nacho Monreal,32,Spain,Arsenal,€8M,€99K,Left,"Jan 31, 2013",
521,177600,Beñat,31,Spain,Athletic Club de Bilbao,€12.5M,€30K,Right,"Jun 26, 2013",
522,176915,A. Fernández,32,Argentina,Beijing Renhe FC,€11M,€20K,Right,"Jan 31, 2018",
523,176600,K. Gameiro,31,France,Valencia CF,€13.5M,€45K,Right,"Aug 13, 2018",
524,176376,I. Piatti,33,Argentina,Montreal Impact,€9M,€13K,Right,"Aug 15, 2014",
525,176104,V. Birsa,31,Slovenia,Chievo Verona,€13M,€23K,Left,"Jul 3, 2015",
526,173373,S. Romero,31,Argentina,Manchester United,€9M,€91K,Right,"Jul 27, 2015",
527,173208,D. Criscito,31,Italy,Genoa,€10M,€21K,Left,"Jul 1, 2018",
528,172114,D. Valeri,32,Argentina,Portland Timbers,€11.5M,€12K,Right,"Jan 10, 2013",
529,171833,D. Sturridge,28,England,Liverpool,€15.5M,€125K,Left,"Jan 2, 2013",
530,171579,Raúl García,31,Spain,Athletic Club de Bilbao,€13M,€30K,Right,"Aug 31, 2015",
531,170815,S. Defour,30,Belgium,Burnley,€13.5M,€65K,Right,"Aug 16, 2016",
532,166706,M. Škrtel,33,Slovakia,Fenerbahçe SK,€6M,€68K,Right,"Jul 15, 2016",
533,165109,S. Radu,31,Romania,Lazio,€10M,€51K,Left,"Jan 1, 2008",
534,164468,G. Cahill,32,England,Chelsea,€8.5M,€99K,Right,"Jan 16, 2012",
535,163711,L. Diarra,33,France,Paris Saint-Germain,€6M,€75K,Right,"Jan 23, 2018",
536,159147,L. Perrin,32,France,AS Saint-Étienne,€8.5M,€37K,Right,"Jul 1, 2003",
537,158625,Dante,34,Brazil,OGC Nice,€4.5M,€37K,Left,"Aug 23, 2016",
538,156713,A. Granqvist,33,Sweden,,€0,€0,Right,,
539,153244,A. Gignac,32,France,Tigres U.A.N.L.,€12M,€70K,Right,"Jun 18, 2015",
540,150418,M. Gómez,32,Germany,VfB Stuttgart,€12M,€46K,Right,"Jan 1, 2018",
541,148119,I. Akinfeev,32,Russia,PFC CSKA Moscow,€8.5M,€1K,Right,"Jan 1, 2002",
542,147782,I. Denisov,34,Russia,Lokomotiv Moscow,€4.5M,€1K,Right,"Aug 15, 2013",
543,146760,Juanfran,33,Spain,Atlético Madrid,€5.5M,€53K,Right,"Jan 1, 2011",
544,146748,Diego López,36,Spain,RCD Espanyol,€2M,€17K,Right,"Jul 1, 2017",
545,146562,Santi Cazorla,33,Spain,Villarreal CF,€8.5M,€39K,Right,"Aug 6, 2018",
546,146536,Jesús Navas,32,Spain,Sevilla FC,€11.5M,€22K,Right,"Jul 28, 2017",
547,142754,J. Mascherano,34,Argentina,Hebei China Fortune FC,€4.5M,€20K,Right,"Jan 26, 2018",
548,140293,A. Mirante,34,Italy,Roma,€6M,€51K,Right,"Jul 1, 2018",
549,139997,D. Srna,36,Croatia,Cagliari,€1.7M,€27K,Right,"Aug 22, 2018",
